Year,Genre,Platform,Global Sales
2010,Fighting,PS3,0.38
2010,Fighting,PS3,0.6
2010,Fighting,PS3,0.83
2010,Fighting,PS3,1.1
2010,Fighting,PS3,1.22
2010,Fighting,PS3,1.42
2011,Fighting,PS3,0.07
2011,Fighting,PS3,0.02
2011,Fighting,PS3,0.09
2011,Fighting,PS3,0.54
2011,Fighting,PS3,0.1
2011,Fighting,PS3,0.13
2011,Fighting,PS3,0.2
2011,Fighting,PS3,0.31
2011,Fighting,PS3,0.35
2011,Fighting,PS3,0.5
2011,Fighting,PS3,0.42
2011,Fighting,PS3,0.62
2011,Fighting,PS3,1.35
2011,Fighting,PS3,1.18
2011,Fighting,PS3,1.15
2012,Fighting,PS3,0.04
2012,Fighting,PS3,0.3
2012,Fighting,PS3,0.1
2012,Fighting,PS3,0.65
2012,Fighting,PS3,0.74
2012,Fighting,PS3,0.74
2012,Fighting,PS3,0.76
2012,Fighting,PS3,0.84
2012,Fighting,PS3,0.88
2013,Fighting,PS3,0.03
2013,Fighting,PS3,0.04
2013,Fighting,PS3,0.07
2013,Fighting,PS3,0.58
2013,Fighting,PS3,0.29
2013,Fighting,PS3,0.96
2013,Fighting,PS3,1.25
2014,Fighting,PS3,0.01
2014,Fighting,PS3,0.14
2014,Fighting,PS3,0.38
2014,Fighting,PS3,0.16
2014,Fighting,PS3,0.1
2014,Fighting,PS3,0.13
2014,Fighting,PS3,0.18
2014,Fighting,PS3,0.32
2014,Fighting,PS3,0.33
2014,Fighting,PS3,0.47
2015,Fighting,PS3,0.01
2015,Fighting,PS3,0.02
2015,Fighting,PS3,0.03
2015,Fighting,PS3,0.04
2015,Fighting,PS3,0.55
2016,Fighting,PS3,0.07
2013,Fighting,PS4,0.87
2014,Fighting,PS4,0.16
2015,Fighting,PS4,0.02
2015,Fighting,PS4,0.04
2015,Fighting,PS4,0.03
2015,Fighting,PS4,0.1
2015,Fighting,PS4,0.15
2015,Fighting,PS4,0.25
2015,Fighting,PS4,0.33
2015,Fighting,PS4,1.05
2016,Fighting,PS4,0.02
2016,Fighting,PS4,0.07
2016,Fighting,PS4,0.09
2016,Fighting,PS4,0.28
2016,Fighting,PS4,0.82
2016,Fighting,PS4,1.06
1995,Misc,PS,0.04
1995,Misc,PS,0.11
1995,Misc,PS,0.32
1996,Misc,PS,0.04
1996,Misc,PS,0.04
1996,Misc,PS,0.18
1996,Misc,PS,0.15
1996,Misc,PS,0.17
1996,Misc,PS,0.2
1996,Misc,PS,0.29
1996,Misc,PS,0.29
1996,Misc,PS,0.41
1996,Misc,PS,0.53
1996,Misc,PS,0.55
1996,Misc,PS,0.94
1997,Misc,PS,0.03
1997,Misc,PS,0.04
1997,Misc,PS,0.14
1997,Misc,PS,0.33
1997,Misc,PS,0.71
1997,Misc,PS,1.51
1998,Misc,PS,0.03
1998,Misc,PS,0.08
1998,Misc,PS,0.05
1998,Misc,PS,0.06
1998,Misc,PS,0.16
1998,Misc,PS,0.24
1998,Misc,PS,0.25
1998,Misc,PS,0.31
1998,Misc,PS,0.31
1998,Misc,PS,0.31
1998,Misc,PS,0.34
1998,Misc,PS,1.26
1998,Misc,PS,0.54
1998,Misc,PS,0.66
1998,Misc,PS,0.83
1998,Misc,PS,1.13
1998,Misc,PS,1.06
1998,Misc,PS,1.37
1999,Misc,PS,0.02
1999,Misc,PS,0.04
1999,Misc,PS,0.11
1999,Misc,PS,0.15
1999,Misc,PS,0.25
1999,Misc,PS,0.31
1999,Misc,PS,0.26
1999,Misc,PS,0.4
1999,Misc,PS,0.47
1999,Misc,PS,0.47
1999,Misc,PS,0.54
1999,Misc,PS,0.96
1999,Misc,PS,1.07
1999,Misc,PS,1.69
2000,Misc,PS,0.05
2000,Misc,PS,0.07
2000,Misc,PS,0.09
2000,Misc,PS,0.1
2000,Misc,PS,0.18
2000,Misc,PS,0.11
2000,Misc,PS,0.16
2000,Misc,PS,0.29
2000,Misc,PS,0.41
2000,Misc,PS,0.53
2000,Misc,PS,0.77
2000,Misc,PS,0.8
2000,Misc,PS,1
2000,Misc,PS,1.58
2001,Misc,PS,0.09
2001,Misc,PS,0.5
2001,Misc,PS,0.59
2003,Misc,PS,0.4
2003,Misc,PS,1.23
,Misc,PS2,0.15
,Misc,PS2,0.24
,Misc,PS2,0.95
,Misc,PS2,1.11
2000,Misc,PS2,0.04
2001,Misc,PS2,0.03
2001,Misc,PS2,0.14
2001,Misc,PS2,0.49
2001,Misc,PS2,0.05
2001,Misc,PS2,0.06
2001,Misc,PS2,0.14
2001,Misc,PS2,0.15
2001,Misc,PS2,0.19
2001,Misc,PS2,0.31
2001,Misc,PS2,0.51
2001,Misc,PS2,0.72
2001,Misc,PS2,0.74
2002,Misc,PS2,0.02
2002,Misc,PS2,0.01
2002,Misc,PS2,0.03
2002,Misc,PS2,0.09
2002,Misc,PS2,0.2
2002,Misc,PS2,0.28
2002,Misc,PS2,0.46
2002,Misc,PS2,0.76
2002,Misc,PS2,0.22
2002,Misc,PS2,0.24
2002,Misc,PS2,0.26
2002,Misc,PS2,0.29
2002,Misc,PS2,0.4
2002,Misc,PS2,0.5
2002,Misc,PS2,0.51
2002,Misc,PS2,0.52
2002,Misc,PS2,0.57
2003,Misc,PS2,0.04
2003,Misc,PS2,0.2
2003,Misc,PS2,0.35
2003,Misc,PS2,0.44
2003,Misc,PS2,0.49
2003,Misc,PS2,0.06
2003,Misc,PS2,0.06
2003,Misc,PS2,0.08
2003,Misc,PS2,0.16
2003,Misc,PS2,0.18
2003,Misc,PS2,0.18
2003,Misc,PS2,0.19
2003,Misc,PS2,0.24
2003,Misc,PS2,0.25
2003,Misc,PS2,0.31
2003,Misc,PS2,0.35
2003,Misc,PS2,0.39
2003,Misc,PS2,0.39
2003,Misc,PS2,0.41
2003,Misc,PS2,0.46
2003,Misc,PS2,0.48
2003,Misc,PS2,0.55
2003,Misc,PS2,0.56
2003,Misc,PS2,1.46
2004,Misc,PS2,0.2
2004,Misc,PS2,1
2004,Misc,PS2,0.08
2004,Misc,PS2,0.14
2004,Misc,PS2,0.13
2004,Misc,PS2,0.15
2004,Misc,PS2,0.17
2004,Misc,PS2,0.19
2004,Misc,PS2,0.2
2004,Misc,PS2,0.23
2004,Misc,PS2,0.32
2004,Misc,PS2,0.33
2004,Misc,PS2,0.4
2004,Misc,PS2,0.38
2004,Misc,PS2,0.42
2004,Misc,PS2,0.44
2004,Misc,PS2,0.53
2004,Misc,PS2,0.68
2004,Misc,PS2,0.95
2004,Misc,PS2,1.35
2005,Misc,PS2,0.04
2005,Misc,PS2,0.02
2005,Misc,PS2,0.13
2005,Misc,PS2,0.13
2005,Misc,PS2,0.22
2005,Misc,PS2,0.06
2005,Misc,PS2,0.06
2005,Misc,PS2,0.07
2005,Misc,PS2,0.11
2005,Misc,PS2,0.16
2005,Misc,PS2,0.19
2005,Misc,PS2,0.2
2005,Misc,PS2,0.21
2005,Misc,PS2,0.24
2005,Misc,PS2,0.3
2005,Misc,PS2,0.31
2005,Misc,PS2,0.34
2005,Misc,PS2,0.38
2005,Misc,PS2,0.43
2005,Misc,PS2,0.44
2005,Misc,PS2,0.44
2005,Misc,PS2,0.47
2005,Misc,PS2,0.51
2005,Misc,PS2,0.64
2005,Misc,PS2,1.61
2005,Misc,PS2,1.3
2006,Misc,PS2,0.01
2006,Misc,PS2,0.02
2006,Misc,PS2,0.02
2006,Misc,PS2,0.03
2006,Misc,PS2,0.01
2006,Misc,PS2,0.01
2006,Misc,PS2,0.02
2006,Misc,PS2,0.03
2006,Misc,PS2,0.06
2006,Misc,PS2,0.11
2006,Misc,PS2,0.19
2006,Misc,PS2,0.21
2006,Misc,PS2,0.24
2006,Misc,PS2,0.06
2006,Misc,PS2,0.07
2006,Misc,PS2,0.11
2006,Misc,PS2,0.41
2006,Misc,PS2,0.56
2006,Misc,PS2,0.89
2006,Misc,PS2,1.68
2006,Misc,PS2,1.1
2006,Misc,PS2,1.1
2006,Misc,PS2,1.49
2007,Misc,PS2,0.01
2007,Misc,PS2,0.01
2007,Misc,PS2,0.02
2007,Misc,PS2,0.02
2007,Misc,PS2,0.02
2007,Misc,PS2,0.02
2007,Misc,PS2,0.03
2007,Misc,PS2,0.03
2007,Misc,PS2,0.03
2007,Misc,PS2,0.03
2007,Misc,PS2,0.04
2007,Misc,PS2,0.05
2007,Misc,PS2,0.06
2007,Misc,PS2,0.08
2007,Misc,PS2,0.09
2007,Misc,PS2,0.12
2007,Misc,PS2,0.07
2007,Misc,PS2,0.13
2007,Misc,PS2,0.16
2007,Misc,PS2,0.19
2007,Misc,PS2,0.23
2007,Misc,PS2,0.23
2007,Misc,PS2,0.46
2007,Misc,PS2,1.11
2007,Misc,PS2,0.65
2007,Misc,PS2,0.87
2007,Misc,PS2,1.44
2007,Misc,PS2,0.88
2007,Misc,PS2,0.65
2007,Misc,PS2,0.78
2008,Misc,PS2,0.01
2008,Misc,PS2,0.04
2008,Misc,PS2,0.01
2008,Misc,PS2,0.01
2008,Misc,PS2,0.03
2008,Misc,PS2,0.04
2008,Misc,PS2,0.05
2008,Misc,PS2,0.06
2008,Misc,PS2,0.12
2008,Misc,PS2,0.07
2008,Misc,PS2,0.08
2008,Misc,PS2,0.11
2008,Misc,PS2,0.12
2008,Misc,PS2,0.13
2008,Misc,PS2,0.17
2008,Misc,PS2,0.16
2008,Misc,PS2,0.17
2008,Misc,PS2,0.19
2008,Misc,PS2,0.19
2008,Misc,PS2,0.28
2008,Misc,PS2,0.34
2008,Misc,PS2,0.39
2008,Misc,PS2,0.43
2008,Misc,PS2,0.5
2008,Misc,PS2,0.59
2008,Misc,PS2,0.79
2008,Misc,PS2,0.2
2008,Misc,PS2,0.45
2008,Misc,PS2,0.54
2008,Misc,PS2,0.61
2008,Misc,PS2,1.36
2009,Misc,PS2,0.04
2009,Misc,PS2,0.01
2009,Misc,PS2,0.06
2009,Misc,PS2,0.08
2009,Misc,PS2,0.08
2009,Misc,PS2,0.1
2009,Misc,PS2,0.11
2009,Misc,PS2,0.09
2009,Misc,PS2,0.2
2009,Misc,PS2,0.32
2009,Misc,PS2,0.35
2009,Misc,PS2,0.22
2009,Misc,PS2,0.27
2009,Misc,PS2,0.32
2009,Misc,PS2,0.41
2009,Misc,PS2,0.34
2009,Misc,PS2,0.44
2009,Misc,PS2,0.45
2009,Misc,PS2,0.63
2009,Misc,PS2,1.12
2010,Misc,PS2,0.04
2010,Misc,PS2,0.01
2010,Misc,PS2,0.02
,Misc,PS3,0.05
,Misc,PS3,0.27
,Misc,PS3,1.62
2006,Misc,PS3,0.01
2006,Misc,PS3,0.03
2007,Misc,PS3,0.1
2007,Misc,PS3,0.1
2007,Misc,PS3,0.34
2007,Misc,PS3,1.16
2008,Misc,PS3,0.05
2008,Misc,PS3,0.09
2008,Misc,PS3,0.11
2008,Misc,PS3,0.13
2008,Misc,PS3,0.24
2008,Misc,PS3,0.14
2008,Misc,PS3,0.36
2008,Misc,PS3,0.38
2008,Misc,PS3,0.4
2008,Misc,PS3,0.99
2008,Misc,PS3,0.82
2008,Misc,PS3,0.9
2008,Misc,PS3,1.5
2008,Misc,PS3,0.95
2009,Misc,PS3,0.01
2009,Misc,PS3,0.11
2009,Misc,PS3,0.12
2009,Misc,PS3,0.11
2009,Misc,PS3,0.19
2009,Misc,PS3,0.13
2009,Misc,PS3,0.03
2009,Misc,PS3,0.11
2009,Misc,PS3,0.22
2009,Misc,PS3,0.06
2009,Misc,PS3,0.09
2009,Misc,PS3,0.17
2009,Misc,PS3,0.18
2009,Misc,PS3,0.26
2009,Misc,PS3,0.33
2009,Misc,PS3,0.28
2009,Misc,PS3,0.36
2009,Misc,PS3,0.29
2009,Misc,PS3,0.23
2009,Misc,PS3,0.42
2009,Misc,PS3,0.45
2009,Misc,PS3,0.63
2009,Misc,PS3,0.75
2009,Misc,PS3,0.91
2009,Misc,PS3,1.13
2009,Misc,PS3,1.1
2009,Misc,PS3,0.93
2010,Misc,PS3,0.02
2010,Misc,PS3,0.03
2010,Misc,PS3,0.08
2010,Misc,PS3,0.1
2010,Misc,PS3,0.14
2010,Misc,PS3,0.12
2010,Misc,PS3,0.03
2010,Misc,PS3,0.09
2010,Misc,PS3,0.1
2010,Misc,PS3,0.17
2010,Misc,PS3,0.09
2010,Misc,PS3,0.11
2010,Misc,PS3,0.25
2010,Misc,PS3,0.33
2010,Misc,PS3,0.14
2010,Misc,PS3,0.25
2010,Misc,PS3,0.58
2010,Misc,PS3,0.42
2010,Misc,PS3,0.41
2010,Misc,PS3,0.34
2010,Misc,PS3,0.75
2010,Misc,PS3,0.53
2010,Misc,PS3,0.82
2010,Misc,PS3,0.64
2011,Misc,PS3,0.04
2011,Misc,PS3,0.03
2011,Misc,PS3,0.05
2011,Misc,PS3,0.08
2011,Misc,PS3,0.16
2011,Misc,PS3,0.07
2011,Misc,PS3,0.12
2011,Misc,PS3,0.12
2011,Misc,PS3,0.18
2011,Misc,PS3,0.02
2011,Misc,PS3,0.08
2011,Misc,PS3,0.11
2011,Misc,PS3,0.05
2011,Misc,PS3,0.09
2011,Misc,PS3,0.11
2011,Misc,PS3,0.11
2011,Misc,PS3,0.24
2011,Misc,PS3,0.11
2011,Misc,PS3,0.16
2011,Misc,PS3,0.23
2011,Misc,PS3,0.25
2011,Misc,PS3,0.21
2011,Misc,PS3,0.54
2011,Misc,PS3,0.63
2011,Misc,PS3,0.46
2011,Misc,PS3,1.16
2012,Misc,PS3,0.03
2012,Misc,PS3,0.03
2012,Misc,PS3,0.03
2012,Misc,PS3,0.44
2013,Misc,PS3,0.03
2013,Misc,PS3,0.27
2013,Misc,PS3,0.39
2013,Misc,PS3,1
2014,Misc,PS3,0.13
2014,Misc,PS3,0.14
2014,Misc,PS3,0.25
2014,Misc,PS3,0.28
2015,Misc,PS3,0.02
2015,Misc,PS3,0.22
2015,Misc,PS3,0.28
2016,Misc,PS3,0.01
2016,Misc,PS3,0.02
2016,Misc,PS3,0.02
2016,Misc,PS3,0.03
2016,Misc,PS3,0.06
2013,Misc,PS4,0.39
2014,Misc,PS4,0.02
2014,Misc,PS4,0.19
2014,Misc,PS4,0.38
2014,Misc,PS4,0.62
2015,Misc,PS4,0.03
2015,Misc,PS4,0.35
2015,Misc,PS4,0.37
2015,Misc,PS4,0.81
2016,Misc,PS4,0.01
2016,Misc,PS4,0.04
2016,Misc,PS4,0.04
2016,Misc,PS4,0.04
2016,Misc,PS4,0.09
1995,Platform,PS,0.05
1995,Platform,PS,0.03
1995,Platform,PS,0.3
1995,Platform,PS,0.87
1996,Platform,PS,0.03
1996,Platform,PS,0.07
1996,Platform,PS,0.08
1996,Platform,PS,0.08
1996,Platform,PS,0.19
1996,Platform,PS,0.21
1996,Platform,PS,0.25
1996,Platform,PS,0.88
1997,Platform,PS,0.05
1997,Platform,PS,0.07
1997,Platform,PS,0.14
1997,Platform,PS,0.23
1997,Platform,PS,0.18
1997,Platform,PS,0.26
1997,Platform,PS,1.24
1997,Platform,PS,1.27
1998,Platform,PS,0.05
1998,Platform,PS,0.12
1998,Platform,PS,0.13
1998,Platform,PS,0.24
1998,Platform,PS,0.33
1998,Platform,PS,0.32
1998,Platform,PS,0.58
1998,Platform,PS,0.61
1998,Platform,PS,0.83
1998,Platform,PS,0.99
1998,Platform,PS,1.71
1999,Platform,PS,0.17
1999,Platform,PS,0.29
1999,Platform,PS,0.31
1999,Platform,PS,0.4
1999,Platform,PS,0.53
1999,Platform,PS,0.73
1999,Platform,PS,1.63
2000,Platform,PS,0.09
2000,Platform,PS,0.08
2000,Platform,PS,0.15
2000,Platform,PS,0.28
2000,Platform,PS,0.31
2000,Platform,PS,0.32
2000,Platform,PS,0.62
2000,Platform,PS,0.63
2000,Platform,PS,0.75
2001,Platform,PS,0.04
2001,Platform,PS,0.12
2001,Platform,PS,0.13
2001,Platform,PS,0.14
2001,Platform,PS,0.17
2001,Platform,PS,0.56
2002,Platform,PS,0.02
2002,Platform,PS,0.21
,Platform,PS2,0.12
,Platform,PS2,0.28
2000,Platform,PS2,0.08
2000,Platform,PS2,0.3
2001,Platform,PS2,0.05
2001,Platform,PS2,0.05
2001,Platform,PS2,0.13
2001,Platform,PS2,0.14
2001,Platform,PS2,0.33
2001,Platform,PS2,0.41
2001,Platform,PS2,0.77
2001,Platform,PS2,1.23
2002,Platform,PS2,0.12
2002,Platform,PS2,0.16
2002,Platform,PS2,0.16
2002,Platform,PS2,0.16
2002,Platform,PS2,0.63
2002,Platform,PS2,0.35
2002,Platform,PS2,1.21
2002,Platform,PS2,0.41
2002,Platform,PS2,0.96
2002,Platform,PS2,0.82
2002,Platform,PS2,1.08
2002,Platform,PS2,1.17
2003,Platform,PS2,0.05
2003,Platform,PS2,0.07
2003,Platform,PS2,0.1
2003,Platform,PS2,0.21
2003,Platform,PS2,0.23
2003,Platform,PS2,0.24
2003,Platform,PS2,0.28
2003,Platform,PS2,0.29
2003,Platform,PS2,0.32
2003,Platform,PS2,0.36
2003,Platform,PS2,0.4
2003,Platform,PS2,0.5
2003,Platform,PS2,0.54
2003,Platform,PS2,0.64
2003,Platform,PS2,0.67
2003,Platform,PS2,1.67
2003,Platform,PS2,1.15
2004,Platform,PS2,0.02
2004,Platform,PS2,0.09
2004,Platform,PS2,1.33
2004,Platform,PS2,0.2
2004,Platform,PS2,0.29
2004,Platform,PS2,0.35
2004,Platform,PS2,0.53
2004,Platform,PS2,0.59
2004,Platform,PS2,0.62
2004,Platform,PS2,0.64
2004,Platform,PS2,0.64
2004,Platform,PS2,0.64
2005,Platform,PS2,0.02
2005,Platform,PS2,0.08
2005,Platform,PS2,0.1
2005,Platform,PS2,0.1
2005,Platform,PS2,0.09
2005,Platform,PS2,0.13
2005,Platform,PS2,0.13
2005,Platform,PS2,0.21
2005,Platform,PS2,0.25
2005,Platform,PS2,0.41
2005,Platform,PS2,1.31
2005,Platform,PS2,0.6
2005,Platform,PS2,0.65
2005,Platform,PS2,0.83
2006,Platform,PS2,0.02
2006,Platform,PS2,0.03
2006,Platform,PS2,0.03
2006,Platform,PS2,0.1
2006,Platform,PS2,0.39
2006,Platform,PS2,0.54
2007,Platform,PS2,0.42
2007,Platform,PS2,0.5
2007,Platform,PS2,0.9
2008,Platform,PS2,0.01
2008,Platform,PS2,0.12
2008,Platform,PS2,0.12
2008,Platform,PS2,0.29
2008,Platform,PS2,0.35
2008,Platform,PS2,0.38
2008,Platform,PS2,0.5
2008,Platform,PS2,0.4
2008,Platform,PS2,0.76
2008,Platform,PS2,0.75
2009,Platform,PS2,0.46
2009,Platform,PS2,0.6
2010,Platform,PS2,0.1
2010,Platform,PS2,0.22
,Platform,PS3,0.48
2006,Platform,PS3,1.18
2007,Platform,PS3,0.68
2008,Platform,PS3,0.09
2008,Platform,PS3,0.58
2008,Platform,PS3,0.46
2008,Platform,PS3,0.4
2008,Platform,PS3,1.03
2008,Platform,PS3,1.14
2009,Platform,PS3,0.1
2009,Platform,PS3,0.11
2009,Platform,PS3,0.37
2010,Platform,PS3,0.05
2010,Platform,PS3,0.19
2010,Platform,PS3,0.07
2010,Platform,PS3,0.25
2010,Platform,PS3,0.69
2011,Platform,PS3,0.17
2011,Platform,PS3,0.21
2011,Platform,PS3,1.15
2011,Platform,PS3,1.03
2011,Platform,PS3,1.63
2012,Platform,PS3,0.04
2012,Platform,PS3,0.89
2013,Platform,PS3,0.01
2013,Platform,PS3,0.09
2013,Platform,PS3,0.11
2013,Platform,PS3,0.28
2013,Platform,PS3,0.55
2013,Platform,PS3,0.66
2013,Platform,PS3,1.07
2014,Platform,PS3,0.01
2014,Platform,PS3,0.75
2013,Platform,PS4,0.16
2013,Platform,PS4,0.37
2013,Platform,PS4,1.67
2014,Platform,PS4,1.01
2015,Platform,PS4,0.08
2015,Platform,PS4,0.25
2016,Platform,PS4,0.05
2016,Platform,PS4,0.07
2016,Platform,PS4,0.32
2016,Platform,PS4,1.17
1995,Puzzle,PS,0.05
1995,Puzzle,PS,0.06
1995,Puzzle,PS,0.06
1995,Puzzle,PS,0.2
1996,Puzzle,PS,0.14
1996,Puzzle,PS,0.1
1997,Puzzle,PS,0.02
1997,Puzzle,PS,0.07
1997,Puzzle,PS,0.32
1997,Puzzle,PS,1.22
1997,Puzzle,PS,1.15
1998,Puzzle,PS,0.02
1998,Puzzle,PS,0.07
1998,Puzzle,PS,0.09
1998,Puzzle,PS,0.12
1998,Puzzle,PS,0.22
1998,Puzzle,PS,0.33
1998,Puzzle,PS,0.34
1998,Puzzle,PS,0.81
1998,Puzzle,PS,1.01
1998,Puzzle,PS,1.26
1999,Puzzle,PS,0.04
1999,Puzzle,PS,0.04
1999,Puzzle,PS,0.04
1999,Puzzle,PS,0.11
1999,Puzzle,PS,0.84
2000,Puzzle,PS,0.01
2000,Puzzle,PS,0.31
2000,Puzzle,PS,0.44
2001,Puzzle,PS,0.05
2001,Puzzle,PS,0.14
2000,Puzzle,PS2,0.04
2000,Puzzle,PS2,0.11
2000,Puzzle,PS2,0.18
2000,Puzzle,PS2,0.34
2000,Puzzle,PS2,0.47
2002,Puzzle,PS2,0.03
2002,Puzzle,PS2,0.05
2002,Puzzle,PS2,0.05
2003,Puzzle,PS2,0.14
2004,Puzzle,PS2,0.73
2005,Puzzle,PS2,0.52
2006,Puzzle,PS2,0.02
2006,Puzzle,PS2,0.28
2007,Puzzle,PS2,0.12
2008,Puzzle,PS2,0.03
2008,Puzzle,PS2,0.14
2008,Puzzle,PS2,0.57
,Puzzle,PS3,0.14
2009,Puzzle,PS3,0.42
2014,Puzzle,PS3,0.04
2015,Puzzle,PS4,0.02
,Racing,PS,0.3
1994,Racing,PS,0.07
1994,Racing,PS,0.79
1995,Racing,PS,0.05
1995,Racing,PS,0.17
1995,Racing,PS,0.9
1995,Racing,PS,1
1995,Racing,PS,1.07
1995,Racing,PS,1.27
1996,Racing,PS,0.06
1996,Racing,PS,0.06
1996,Racing,PS,0.07
1996,Racing,PS,0.12
1996,Racing,PS,0.16
1996,Racing,PS,0.25
1996,Racing,PS,0.33
1996,Racing,PS,0.25
1996,Racing,PS,0.41
1996,Racing,PS,1.52
1996,Racing,PS,0.77
1996,Racing,PS,0.76
1996,Racing,PS,1.17
1996,Racing,PS,1.17
1996,Racing,PS,1.31
1997,Racing,PS,0.02
1997,Racing,PS,0.03
1997,Racing,PS,0.06
1997,Racing,PS,0.07
1997,Racing,PS,0.09
1997,Racing,PS,0.09
1997,Racing,PS,0.11
1997,Racing,PS,0.1
1997,Racing,PS,0.14
1997,Racing,PS,0.14
1997,Racing,PS,0.15
1997,Racing,PS,0.15
1997,Racing,PS,0.28
1997,Racing,PS,0.3
1997,Racing,PS,0.32
1997,Racing,PS,0.25
1997,Racing,PS,0.36
1997,Racing,PS,0.38
1997,Racing,PS,1.3
1997,Racing,PS,0.69
1997,Racing,PS,0.8
1997,Racing,PS,0.87
1997,Racing,PS,1.16
1997,Racing,PS,1.21
1998,Racing,PS,0.02
1998,Racing,PS,0.03
1998,Racing,PS,0.07
1998,Racing,PS,0.05
1998,Racing,PS,0.06
1998,Racing,PS,0.08
1998,Racing,PS,0.08
1998,Racing,PS,0.12
1998,Racing,PS,0.13
1998,Racing,PS,0.15
1998,Racing,PS,0.16
1998,Racing,PS,0.19
1998,Racing,PS,0.2
1998,Racing,PS,0.1
1998,Racing,PS,0.15
1998,Racing,PS,0.31
1998,Racing,PS,0.35
1998,Racing,PS,0.36
1998,Racing,PS,0.38
1998,Racing,PS,0.26
1998,Racing,PS,1.04
1998,Racing,PS,0.42
1998,Racing,PS,0.38
1998,Racing,PS,1.52
1998,Racing,PS,1.25
1998,Racing,PS,0.58
1998,Racing,PS,1.23
1998,Racing,PS,1.62
1998,Racing,PS,1.32
1999,Racing,PS,0.03
1999,Racing,PS,0.06
1999,Racing,PS,0.05
1999,Racing,PS,0.11
1999,Racing,PS,0.11
1999,Racing,PS,0.15
1999,Racing,PS,0.22
1999,Racing,PS,0.21
1999,Racing,PS,0.16
1999,Racing,PS,0.27
1999,Racing,PS,0.34
1999,Racing,PS,0.36
1999,Racing,PS,0.4
1999,Racing,PS,0.46
1999,Racing,PS,0.48
1999,Racing,PS,0.44
1999,Racing,PS,1.19
1999,Racing,PS,1.28
1999,Racing,PS,0.72
1999,Racing,PS,0.74
1999,Racing,PS,0.77
1999,Racing,PS,0.93
1999,Racing,PS,1.07
1999,Racing,PS,1.59
2000,Racing,PS,0.03
2000,Racing,PS,0.05
2000,Racing,PS,0.09
2000,Racing,PS,0.11
2000,Racing,PS,0.11
2000,Racing,PS,0.12
2000,Racing,PS,0.14
2000,Racing,PS,0.16
2000,Racing,PS,0.25
2000,Racing,PS,0.26
2000,Racing,PS,0.29
2000,Racing,PS,0.38
2000,Racing,PS,0.39
2000,Racing,PS,0.46
2000,Racing,PS,0.45
2000,Racing,PS,0.53
2000,Racing,PS,0.56
2000,Racing,PS,0.71
2000,Racing,PS,0.81
2000,Racing,PS,1.04
2000,Racing,PS,0.91
2001,Racing,PS,0.03
2001,Racing,PS,0.05
2001,Racing,PS,0.1
2001,Racing,PS,0.1
2001,Racing,PS,0.14
2001,Racing,PS,0.15
2001,Racing,PS,0.17
2001,Racing,PS,0.36
2001,Racing,PS,0.42
2001,Racing,PS,0.79
2001,Racing,PS,0.86
2002,Racing,PS,0.24
,Racing,PS2,0.04
,Racing,PS2,0.23
,Racing,PS2,0.58
,Racing,PS2,1.22
2000,Racing,PS2,0.08
2000,Racing,PS2,0.18
2000,Racing,PS2,0.17
2000,Racing,PS2,0.16
2000,Racing,PS2,0.27
2000,Racing,PS2,0.21
2000,Racing,PS2,0.7
2000,Racing,PS2,1.5
2000,Racing,PS2,1.56
2001,Racing,PS2,0.05
2001,Racing,PS2,0.1
2001,Racing,PS2,0.13
2001,Racing,PS2,0.15
2001,Racing,PS2,0.15
2001,Racing,PS2,0.15
2001,Racing,PS2,0.16
2001,Racing,PS2,0.15
2001,Racing,PS2,0.16
2001,Racing,PS2,0.2
2001,Racing,PS2,0.21
2001,Racing,PS2,0.23
2001,Racing,PS2,0.25
2001,Racing,PS2,0.27
2001,Racing,PS2,0.27
2001,Racing,PS2,0.26
2001,Racing,PS2,0.32
2001,Racing,PS2,0.32
2001,Racing,PS2,0.34
2001,Racing,PS2,0.36
2001,Racing,PS2,0.4
2001,Racing,PS2,1.41
2001,Racing,PS2,0.56
2001,Racing,PS2,0.6
2001,Racing,PS2,0.6
2001,Racing,PS2,0.7
2001,Racing,PS2,0.74
2001,Racing,PS2,1.12
2001,Racing,PS2,1.16
2001,Racing,PS2,1.67
2002,Racing,PS2,0.02
2002,Racing,PS2,0.02
2002,Racing,PS2,0.02
2002,Racing,PS2,0.03
2002,Racing,PS2,0.04
2002,Racing,PS2,0.06
2002,Racing,PS2,0.05
2002,Racing,PS2,0.05
2002,Racing,PS2,0.08
2002,Racing,PS2,0.09
2002,Racing,PS2,0.09
2002,Racing,PS2,0.11
2002,Racing,PS2,0.12
2002,Racing,PS2,0.13
2002,Racing,PS2,0.13
2002,Racing,PS2,0.14
2002,Racing,PS2,0.2
2002,Racing,PS2,0.22
2002,Racing,PS2,0.25
2002,Racing,PS2,0.26
2002,Racing,PS2,0.27
2002,Racing,PS2,0.28
2002,Racing,PS2,0.31
2002,Racing,PS2,0.39
2002,Racing,PS2,0.45
2002,Racing,PS2,0.48
2002,Racing,PS2,0.47
2002,Racing,PS2,0.51
2002,Racing,PS2,0.65
2002,Racing,PS2,0.71
2002,Racing,PS2,0.84
2002,Racing,PS2,0.85
2002,Racing,PS2,1.06
2002,Racing,PS2,1.06
2002,Racing,PS2,1.31
2002,Racing,PS2,1.34
2002,Racing,PS2,1.55
2002,Racing,PS2,1.4
2003,Racing,PS2,0.02
